,#spam with term,#legit with term,IG
c,60,517,0.004322466103829081
basically,21,24,0.004317547421818724
influence,3,106,0.004312802761483492
en,2,94,0.0043094914446392685
size,35,62,0.004302955437743783
interface,5,127,0.004296009708233295
latex,1,80,0.004285872947197178
link,58,138,0.004283584244892946
against,41,81,0.004257254551355061
drop,26,37,0.0042456733852528905
y,7,145,0.004226300162797736
latin,1,79,0.0042186360647376575
definitely,19,20,0.004208504732834739
relationship,4,115,0.004194932922842176
nature,6,135,0.0041931774957175705
review,21,257,0.004190061391291022
amsterdam,3,104,0.004189370072823662
practical,3,104,0.004189370072823662
explanation,2,92,0.004181217743588428
beat,11,5,0.004158268987609071
log,11,5,0.004158268987609071
october,6,134,0.004136918482580909
commission,17,16,0.0041350751433569255
ii,3,103,0.00412785617215905
finance,15,12,0.004120284656281448
prize,15,12,0.004120284656281448
load,16,14,0.004118169373259595
final,15,210,0.004111908421004562
club,20,23,0.00408249635382768
status,5,123,0.004064793923679255
reflect,2,90,0.004053426484900868
cannot,9,159,0.004018207290280629
elsewhere,1,76,0.004017484956944539
history,14,200,0.004009088003978367
continent,12,7,0.004006186990118843
vendor,12,7,0.004006186990118843
examine,3,101,0.004005243084037047
website,45,97,0.00400304946319352
returns,10,4,0.003992752282308776
undoubtedly,10,4,0.003992752282308776
strip,10,4,0.003992752282308776
satisfaction,10,4,0.003992752282308776
pari,2,89,0.003989716600906967
treat,33,59,0.003988840947936945
major,69,183,0.003977723886747386
sense,8,149,0.003952998273805797
bilingual,1,75,0.003950626413496472
desire,24,34,0.003930496410638029
sean,13,9,0.003926346468359987
east,2,88,0.003926133254121722
mention,13,190,0.00390953889912854
utilize,16,15,0.0039001582996391893
grand,16,15,0.0039001582996391893
page,63,523,0.0038972192104633208
channel,14,11,0.0038909166889113944
pc,25,37,0.003886104867216744
joseph,1,74,0.0038838666010810874
walter,1,74,0.0038838666010810874
postal,40,82,0.003882582778134691
press,14,197,0.0038659649511319505
thus,9,156,0.0038623238176036523
spouse,9,3,0.0038531504532064442
pencil,9,3,0.0038531504532064442
likes,9,3,0.0038531504532064442
drug,9,3,0.0038531504532064442
surf,9,3,0.0038531504532064442
same,95,288,0.003830828971953193
comparison,3,98,0.003822391497768529
indiana,1,73,0.0038172073149925767
interdisciplinary,1,73,0.0038172073149925767
italian,1,73,0.0038172073149925767
handle,36,70,0.0038137275952330185
pm,28,46,0.0038060218869989115
wonderful,11,6,0.0038038837023260386
australium,2,86,0.0037993547155955043
lay,18,20,0.0037890234312637494
view,19,233,0.0037771026805352714
area,52,452,0.003763053159923535
institution,3,97,0.0037617345647589784
world,106,335,0.003761089270283735
sending,7,1,0.003759263567312432
products,7,1,0.003759263567312432
doesn,7,1,0.003759263567312432
nightly,7,1,0.003759263567312432
finest,7,1,0.003759263567312432
cancun,7,1,0.003759263567312432
trademark,7,1,0.003759263567312432
professionally,7,1,0.003759263567312432
alot,7,1,0.003759263567312432
bogus,7,1,0.003759263567312432
lease,7,1,0.003759263567312432
cinema,8,2,0.0037587162372697547
smtp,8,2,0.0037587162372697547
traffic,8,2,0.0037587162372697547
afterward,8,2,0.0037587162372697547
private,25,38,0.003756907182924818
cover,17,217,0.003726822344114089
celebrate,12,8,0.003706936178429321
r,28,295,0.0037030893017937494
accord,3,96,0.003701228287675218
sake,16,16,0.00369541684916308
front,28,47,0.0036918045263604204
during,8,144,0.0036896144810037446
maximum,1,71,0.003684197881869189
surface,2,84,0.003673108712804185
finally,38,78,0.003668697298462975
newsletter,15,14,0.0036657975826971945
currency,15,14,0.0036657975826971945
s,156,556,0.003664166926218737
approve,13,10,0.003662953943150249
via,13,10,0.003662953943150249
corporate,14,12,0.0036528059222932785
by,14,12,0.0036528059222932785
control,37,75,0.00364911862919276
unite,37,75,0.00364911862919276
college,15,200,0.0036437380151027043
power,36,72,0.003631298875403921
logical,1,70,0.003617851717099274
paid,10,5,0.0036107778762181075
tout,10,5,0.0036107778762181075
energy,10,5,0.0036107778762181075
too,56,141,0.0036066917298624435
prior,27,45,0.0035915015246907322
international,44,397,0.003588962755712355
hard,60,156,0.0035870999387109803
collect,32,60,0.0035815762486114955
southern,3,94,0.0035806774719946977
common,11,167,0.0035749597462939597
benefit,30,54,0.0035734434511028867
multus,23,34,0.0035714070978621337
mean,23,257,0.003570497040833509
l,38,358,0.0035680217328527553
complete,66,179,0.003558560198777594
conceptual,1,69,0.0035516140524151085
nice,24,37,0.0035365072354154314
block,21,29,0.0035312414105208023
able,60,157,0.0035275299532677162
la,11,166,0.0035262456072663317
age,34,67,0.003509557041283584
mind,44,100,0.0035094152031561188
sign,44,100,0.0035094152031561188
header,16,17,0.00350272797865131
preview,11,7,0.003491260421187803
spot,11,7,0.003491260421187803
compete,11,7,0.003491260421187803
independence,11,7,0.003491260421187803
participant,18,219,0.0034859096300553505
texa,3,92,0.00346075937843493
chain,18,22,0.003448414702872604
evaluation,5,112,0.003442094127467432
web,107,347,0.0034375686507291947
monitor,12,9,0.0034366561416705466
stamp,14,13,0.0034320026958148397
comprehend,9,4,0.003431255978294301
knock,9,4,0.003431255978294301
diploma,9,4,0.003431255978294301
official,2,80,0.0034222922715011483
british,2,80,0.0034222922715011483
confidence,13,11,0.003421371788123073
describe,14,187,0.003399711519833093
ignore,25,41,0.003392926967151544
universal,5,111,0.0033865102213199716
wife,17,20,0.0033815677971963387
employment,17,20,0.0033815677971963387
george,4,101,0.0033760779477459146
well,2,79,0.003359952645245856
version,18,216,0.0033558693487998337
parameter,1,66,0.00335357470666664
concept,5,110,0.003331107619743756
program,124,423,0.0033283884973790423
catch,16,18,0.003321040277230236
throw,16,18,0.003321040277230236
inside,16,18,0.003321040277230236
enough,40,89,0.00331326981391189
west,6,119,0.0033127827094918127
eye,20,28,0.003305393993417005
broad,1,65,0.0032877942089617473
extraction,1,65,0.0032877942089617473
extent,1,65,0.0032877942089617473
july,11,161,0.0032853663170533953
hear,57,150,0.0032834793384927674
target,25,42,0.0032789569672501684
cruise,8,3,0.0032734002748110447
hassle,8,3,0.0032734002748110447
eminent,8,3,0.0032734002748110447
poison,8,3,0.0032734002748110447
heterosexual,8,3,0.0032734002748110447
smart,8,3,0.0032734002748110447
substantial,26,45,0.0032692695268706218
htm,28,51,0.0032647529821590027
although,12,168,0.0032406707098265874
value,33,67,0.0032258163438133036
place,101,327,0.0032234716667970953
directory,22,34,0.003223078458669537
christmas,11,8,0.003212395102051957
assure,11,8,0.003212395102051957
content,21,234,0.003205101077166428
coffee,4,98,0.003204882388441632
commerce,13,12,0.00319878704826404
select,59,159,0.003197102085684189
machine,10,151,0.003193406763750961
doctor,12,10,0.003190887677838594
tech,12,10,0.003190887677838594
wa,20,29,0.0031686780643576107
team,20,29,0.0031686780643576107
explosive,7,2,0.0031542590060959497
lien,7,2,0.0031542590060959497
impulse,7,2,0.0031542590060959497
windows,7,2,0.0031542590060959497
warning,7,2,0.0031542590060959497
percent,7,2,0.0031542590060959497
statement,6,116,0.0031527639474183133
range,15,189,0.0031482402709344104
intend,10,150,0.0031452009331385256
call,172,646,0.0031376200544872
got,6,1,0.0031195489967087986
saving,6,1,0.0031195489967087986
hotline,6,1,0.0031195489967087986
cgus,6,1,0.0031195489967087986
vega,6,1,0.0031195489967087986
nlpeople,6,1,0.0031195489967087986
goldmine,6,1,0.0031195489967087986
explosion,6,1,0.0031195489967087986
giant,6,1,0.0031195489967087986
professionalism,6,1,0.0031195489967087986
respectfully,6,1,0.0031195489967087986
eudora,6,1,0.0031195489967087986
introducing,6,1,0.0031195489967087986
steven,1,62,0.0030911876893817136
virtually,15,17,0.00308802917803358
disk,19,27,0.003080973610425808
optional,19,27,0.003080973610425808
deat,34,72,0.0030774891481457622
revolutionary,9,5,0.0030769048746936978
beg,9,5,0.0030769048746936978
planet,9,5,0.0030769048746936978
cold,9,5,0.0030769048746936978
buck,9,5,0.0030769048746936978
richard,8,132,0.0030756526738828782
membership,25,44,0.0030612205028437423
myself,26,47,0.0030593132345339002
past,53,139,0.003059073776768284
side,3,85,0.003046354946548091
indicate,14,179,0.003039386662024579
characteristic,1,61,0.003025906871426731
ie,1,61,0.003025906871426731
feel,40,93,0.0030186602516524275
dear,49,125,0.0030175341706228376
track,31,63,0.003016051503773931
where,107,358,0.0030123093737831064
agency,21,33,0.003005569659844831
profile,13,13,0.002992918189761218
confident,10,7,0.0029907223454190834
cancel,10,7,0.0029907223454190834
browser,10,7,0.0029907223454190834
ask,84,262,0.002988537759641252
blank,12,11,0.00296616936473737
mb,11,9,0.002961487913438088
assistant,1,60,0.0029607586064770985
similar,9,138,0.002960387220151628
country,49,126,0.0029568456245312458
task,3,83,0.002929574363869536
aside,15,18,0.002918138911771062
slip,15,18,0.002918138911771062
door,15,18,0.002918138911771062
reduce,30,61,0.002911636159290465
specialize,20,31,0.0029112817163230997
seperate,8,4,0.0028837180033061682
breakthrough,8,4,0.0028837180033061682
magic,8,4,0.0028837180033061682
attorney,8,4,0.0028837180033061682
dislike,8,4,0.0028837180033061682
cite,3,82,0.0028714716091434167
californium,11,152,0.0028636519670651728
snail,16,21,0.0028333780485493287
definition,1,58,0.0028308733533963792
often,10,143,0.002813282780473214
special,94,308,0.00281216582369731
se,4,91,0.0028120729145357237
standard,19,210,0.0028058942263939346
delay,13,14,0.002801885418681649
realistic,13,14,0.002801885418681649
serious,20,32,0.0027900535171146434
therefore,5,100,0.0027876716282249636
obey,9,6,0.0027724927396590715
kit,9,6,0.0027724927396590715
venice,9,6,0.0027724927396590715
was,9,6,0.0027724927396590715
propose,11,150,0.0027721237153646716
minority,1,57,0.0027661436169223452
precede,1,57,0.0027661436169223452
classical,1,57,0.0027661436169223452
shift,4,90,0.002756766089670293
western,3,80,0.002755860511101549
occur,5,99,0.00273445476034484
sport,11,10,0.002734176216445172
prospects,11,10,0.002734176216445172
twice,11,10,0.002734176216445172
birthday,10,8,0.002733367850945023
e,175,1093,0.00271009824728502
buckley,7,3,0.0027075876014411304
mom,7,3,0.0027075876014411304
liddell,7,3,0.0027075876014411304
ratio,7,3,0.0027075876014411304
orlean,7,3,0.0027075876014411304
been,7,3,0.0027075876014411304
wow,7,3,0.0027075876014411304
nothe,7,3,0.0027075876014411304
manchester,1,56,0.0027015609615831937
observe,1,56,0.0027015609615831937
bruce,1,56,0.0027015609615831937
toward,11,148,0.0026814269866501927
improve,20,33,0.002673475088662669
ave,21,36,0.002660145272935621
picture,24,45,0.002655818042079927
contemporary,1,55,0.002637129513735459
critical,1,55,0.002637129513735459
respondent,1,55,0.002637129513735459
analyse,1,55,0.002637129513735459
tuesday,2,67,0.002624653586661696
likely,2,67,0.002624653586661696
translate,2,67,0.002624653586661696
poor,13,15,0.0026241191339435588
finger,13,15,0.0026241191339435588
prevent,13,15,0.0026241191339435588
hide,13,15,0.0026241191339435588
story,28,58,0.0026185139727769036
minimal,18,28,0.002601116027849404
throughout,27,55,0.0026002439987644066
instance,4,87,0.0025921412338574257
suggestion,4,87,0.0025921412338574257
correspondence,4,87,0.0025921412338574257
usage,4,87,0.0025921412338574257
break,52,144,0.0025744010357114377
grateful,1,54,0.002572853626347904
meaning,1,54,0.002572853626347904
pure,12,13,0.002569408829636688
ftp,2,66,0.002564558742301326
decent,6,2,0.0025628584545380195
cancer,6,2,0.0025628584545380195
rid,6,2,0.0025628584545380195
sites,6,2,0.0025628584545380195
insure,6,2,0.0025628584545380195
mess,6,2,0.0025628584545380195
problems,6,2,0.0025628584545380195
deliverable,6,2,0.0025628584545380195
names,6,2,0.0025628584545380195
kick,6,2,0.0025628584545380195
tune,6,2,0.0025628584545380195
brooklyn,6,2,0.0025628584545380195
mime,6,2,0.0025628584545380195
zone,6,2,0.0025628584545380195
silly,6,2,0.0025628584545380195
honestly,6,2,0.0025628584545380195
sooner,6,2,0.0025628584545380195
easier,20,34,0.0025613218180079445
does,8,5,0.002559107625146162
worst,8,5,0.002559107625146162
senate,8,5,0.002559107625146162
clock,8,5,0.002559107625146162
newest,8,5,0.002559107625146162
surprise,22,40,0.0025509700820858794
quite,10,137,0.002536882469433177
premier,11,11,0.0025270819647218445
street,39,97,0.0025147636198532552
roger,1,53,0.0025087378957907025
integration,1,53,0.0025087378957907025
apparently,1,53,0.0025087378957907025
bid,17,26,0.002508594314973356
johnson,17,26,0.002508594314973356
ps,9,7,0.002506822494143246
calculate,9,7,0.002506822494143246
constantly,9,7,0.002506822494143246
season,9,7,0.002506822494143246
spell,2,65,0.0025046661787462288
pub,2,65,0.0025046661787462288
jp,2,65,0.0025046661787462288
slow,10,9,0.0025028461548847747
wide,21,216,0.0024965176716924
seem,25,243,0.0024939722166099076
it,5,1,0.00248985055843437
wrapper,5,1,0.00248985055843437
cheat,5,1,0.00248985055843437
fist,5,1,0.00248985055843437
judicial,5,1,0.00248985055843437
luxurious,5,1,0.00248985055843437
denver,5,1,0.00248985055843437
magical,5,1,0.00248985055843437
warranty,5,1,0.00248985055843437
girls,5,1,0.00248985055843437
demographic,5,1,0.00248985055843437
wiz,5,1,0.00248985055843437
telle,5,1,0.00248985055843437
discreet,5,1,0.00248985055843437
results,5,1,0.00248985055843437
compromise,5,1,0.00248985055843437
doorstep,5,1,0.00248985055843437
theft,5,1,0.00248985055843437
gd,5,1,0.00248985055843437
lost,5,1,0.00248985055843437
audit,5,1,0.00248985055843437
example,46,376,0.0024809934278628987
travel,38,94,0.0024787063263002618
screen,15,21,0.0024638899630291533
national,16,180,0.002459157870233597
majority,21,38,0.0024500076076982014
compute,2,64,0.002444981100615029
dependency,1,52,0.0024447871802060206
widely,1,52,0.0024447871802060206
elizabeth,1,52,0.0024447871802060206
behavior,1,52,0.0024447871802060206
london,12,150,0.0024324012772745096
character,4,84,0.0024295479798239206
write,60,458,0.0024275333003171973
foundation,5,93,0.0024198730520163525
growth,16,24,0.0024176642992345676
apologize,16,24,0.0024176642992345676
dinner,3,74,0.00241409098135692
`,13,157,0.002412277735706403
together,23,227,0.002400365266944815
failure,12,14,0.002393310426532791
glad,12,14,0.002393310426532791
arise,2,63,0.0023855089559853826
wherea,1,51,0.0023810066196496837
summarize,1,51,0.0023810066196496837
simon,1,51,0.0023810066196496837
algorithm,1,51,0.0023810066196496837
thursday,4,83,0.0023758226673147864
max,3,73,0.0023579173262655573
commercial,22,42,0.0023561185050591793
computer,88,295,0.002354130822754541
fight,7,4,0.0023530401021161773
netscape,7,4,0.0023530401021161773
incur,7,4,0.0023530401021161773
fold,7,4,0.0023530401021161773
vehicle,7,4,0.0023530401021161773
trick,7,4,0.0023530401021161773
current,25,239,0.0023514096393705275
valuable,21,39,0.002350463980107076
quality,34,82,0.0023395799393926553
reprint,11,12,0.0023375281032909645
twelve,11,12,0.0023375281032909645
diskette,11,12,0.0023375281032909645
ourselve,11,12,0.0023375281032909645
canada,11,140,0.0023273296686529554
map,2,62,0.0023262554517357037
christian,1,50,0.0023174016582047097
afternoon,1,50,0.0023174016582047097
tend,1,50,0.0023174016582047097
cm,1,50,0.0023174016582047097
criterion,1,50,0.0023174016582047097
africa,1,50,0.0023174016582047097
community,10,132,0.002312670019393004
old,55,161,0.0023057626191910763
resident,13,17,0.002303277703539164
employee,10,10,0.002294907306036875
f,23,224,0.0022922468002030683
option,24,49,0.0022916095685512894
stream,8,6,0.002282318792601601
